drug	phenotype	max_phase_for_ind
CHEMBL547	D009447	Not Applicable
CHEMBL471737	D006333	4
CHEMBL742	D001714	Not Applicable
CHEMBL741	D001523	1
CHEMBL741	D019964	4
CHEMBL741	D003866	4
CHEMBL1444	D004392	2
CHEMBL1201199	D007889	Not Applicable
CHEMBL1286	D004827	Not Applicable
CHEMBL1764	D011618	4
CHEMBL79	D002277	2
CHEMBL79	D047928	1
CHEMBL79	D014552	2
CHEMBL4084119	D006333	Not Applicable
CHEMBL998	D006255	4
CHEMBL191	D011507	4
CHEMBL503	D015658	2
CHEMBL1201134	D003248	Not Applicable
CHEMBL781	D009765	4
CHEMBL1201716	D003424	3
CHEMBL599	D010146	3
CHEMBL607	D010146	4
CHEMBL704	D043183	3
CHEMBL450	D004827	4
CHEMBL34259	D011565	Not Applicable
CHEMBL1341	D005334	4
CHEMBL796	D019969	2
CHEMBL13	D009203	Not Applicable
CHEMBL1276308	D006526	2
CHEMBL58	D008223	4
CHEMBL58	D011471	4
CHEMBL1161	D003876	2
CHEMBL1161	D009298	4
CHEMBL1161	D015508	4
CHEMBL1161	D011565	2
CHEMBL787	D006255	4
CHEMBL1456	D005922	3
CHEMBL1456	D009404	3
CHEMBL1070	D012216	4
CHEMBL895	D010146	4
CHEMBL19019	D000428	1
CHEMBL19019	D015658	3
CHEMBL19019	D009765	Not Applicable
CHEMBL19019	D010146	4
CHEMBL154	D018771	4
CHEMBL1201668	D006973	1
CHEMBL3	D008569	1
CHEMBL3	D020250	2
CHEMBL1200689	D001988	3
CHEMBL1200689	D008171	3
CHEMBL730	D010024	3
CHEMBL2108738	D008228	3
CHEMBL445	D011565	2
CHEMBL1201836	D007938	3
CHEMBL1201836	D001172	3
CHEMBL715	D005715	3
CHEMBL715	D003866	3
CHEMBL521686	D010051	Not Applicable
CHEMBL521686	D011471	3
CHEMBL1189432	D006255	4
CHEMBL1201589	D029424	2
CHEMBL1201589	D057765	2
CHEMBL175247	D009765	Not Applicable
CHEMBL1231	D001750	4
CHEMBL762	D006255	4
CHEMBL395429	D013375	2
CHEMBL395429	D001321	2
CHEMBL395429	D001145	1
CHEMBL395429	D019970	2
CHEMBL395429	D009437	2
CHEMBL395429	D013313	Not Applicable
CHEMBL428647	D002583	3
CHEMBL428647	D010051	Not Applicable
CHEMBL1621	D011618	4
CHEMBL1189679	D020250	4
CHEMBL1201827	D002294	3
CHEMBL1200622	D051436	4
CHEMBL1201560	D008545	3
CHEMBL1201561	D006526	3
CHEMBL3137343	D008545	Not Applicable
CHEMBL628	D002289	2
CHEMBL567	D011618	4
CHEMBL1159	D006973	4
CHEMBL18442	D009101	4
CHEMBL131	D007918	2
CHEMBL635	D029424	3
CHEMBL635	D006333	3
CHEMBL635	D009101	3
CHEMBL635	D011014	4
CHEMBL635	D011471	Not Applicable
CHEMBL1059	D004827	4
CHEMBL1059	D043183	2
CHEMBL1059	D009437	4
CHEMBL608	D003928	2
CHEMBL103	D008593	3
CHEMBL526	D009767	2
CHEMBL526	D010146	4
CHEMBL1218	D001714	3
CHEMBL1168	D006333	Not Applicable
CHEMBL1946170	D003528	2
CHEMBL1946170	D001650	2
CHEMBL1946170	D010190	2
CHEMBL1946170	D012509	2
CHEMBL1668	D006973	4
CHEMBL923	D000856	Not Applicable
CHEMBL85	D001321	4
CHEMBL1201576	D018442	3
CHEMBL1201576	D008545	2
CHEMBL1201576	D014890	4
CHEMBL198362	D016736	3
CHEMBL343448	D016410	4
CHEMBL1201670	D011471	3
CHEMBL1743068	D013167	3
CHEMBL1743068	D011565	4
CHEMBL1200694	D058186	3
CHEMBL192	D006976	4
CHEMBL1064	D001281	2
CHEMBL1064	D001943	3
CHEMBL1064	D015228	4
CHEMBL1064	D002543	2
CHEMBL413	D018376	3
CHEMBL413	D006086	4
CHEMBL413	D003930	1
CHEMBL413	D012509	2
CHEMBL1201621	D004392	4
CHEMBL1336	D010190	3
CHEMBL421	D013167	3
CHEMBL535	D006528	3
CHEMBL269732	D004485	4
CHEMBL779	D006976	4
CHEMBL779	D012595	2
CHEMBL83	D001749	2
CHEMBL1201182	D055752	2
CHEMBL2108791	D020521	3
CHEMBL525610	D020370	2
CHEMBL698	D010146	4
CHEMBL1201	D011618	4
CHEMBL499	D005901	Not Applicable
CHEMBL499	D005902	4
CHEMBL344159	D008103	3
CHEMBL344159	D006333	Not Applicable
CHEMBL344159	D007010	4
CHEMBL344159	D007674	2
CHEMBL220492	D000428	2
CHEMBL220492	D001714	4
CHEMBL84	D001932	2
CHEMBL84	D010051	Not Applicable
CHEMBL84	D055752	4
CHEMBL1237119	D029424	2
CHEMBL1237119	D012595	2
CHEMBL38	D000152	Not Applicable
CHEMBL1451	D009298	1
CHEMBL1200878	D010146	2
CHEMBL570	D011618	4
CHEMBL1201835	D003424	Not Applicable
CHEMBL1201835	D015535	4
CHEMBL109	D001321	3
CHEMBL109	D001714	Not Applicable
CHEMBL24828	D010190	2
CHEMBL24828	D013964	4
CHEMBL637	D019970	2
CHEMBL89598	D004827	Not Applicable
CHEMBL473417	D054990	2
CHEMBL1795072	D005334	4
CHEMBL1795072	D010146	4
CHEMBL924	D010020	3
CHEMBL750	D001068	3
CHEMBL112	D001168	4
CHEMBL112	D002972	2
CHEMBL1265	D012871	1
CHEMBL714	D006333	3
CHEMBL714	D006009	1
CHEMBL1201571	D008223	1
CHEMBL1201571	D000741	1
CHEMBL1201587	D054198	2
CHEMBL1201587	D016411	3
CHEMBL495	D007172	4
CHEMBL1111	D054990	3
CHEMBL1111	D014652	3
CHEMBL1169	D003093	3
CHEMBL1201570	D006333	Not Applicable
CHEMBL231779	D011655	Not Applicable
CHEMBL231779	D054556	3
CHEMBL514800	D000152	2
CHEMBL514800	D003093	2
CHEMBL1471	D009293	1
CHEMBL1112	D011618	4
CHEMBL1112	D005879	3
CHEMBL2362016	D015464	1
CHEMBL2362016	D006528	2
CHEMBL3187365	D011618	4
CHEMBL25	D010146	4
CHEMBL25	D011225	4
CHEMBL25	D002294	3
CHEMBL1487	D015658	3
CHEMBL1487	D007674	3
CHEMBL1487	D001172	Not Applicable
CHEMBL1289926	D003528	2
CHEMBL1289926	D002276	2
CHEMBL1289926	D002277	1
CHEMBL1542	D003424	Not Applicable
CHEMBL701	D013375	3
CHEMBL632	D000236	1
CHEMBL632	D011565	Not Applicable
CHEMBL1200376	D015508	4
CHEMBL1200376	D008173	4
CHEMBL1201207	D015508	4
CHEMBL1201583	D015451	2
CHEMBL1023	D015470	2
CHEMBL1023	D000506	2
CHEMBL1742992	D015456	2
CHEMBL1742992	D015451	1
CHEMBL325041	D015473	2
CHEMBL325041	D009190	2
CHEMBL325041	D008224	2
CHEMBL288441	D015464	4
CHEMBL1201574	D010146	3
CHEMBL1742994	D009373	2
CHEMBL1370	D006086	3
CHEMBL1072	D012640	1
CHEMBL511142	D009357	3
CHEMBL1201748	D005909	2
CHEMBL113	D047928	3
CHEMBL1201661	D010024	2
CHEMBL2048484	D009765	2
CHEMBL1201834	D005334	3
CHEMBL1014	D006333	4
CHEMBL1014	D003920	4
CHEMBL1014	D010146	2
CHEMBL1773	D006528	2
CHEMBL294199	D010146	4
CHEMBL723	D001281	Not Applicable
CHEMBL118	D006073	3
CHEMBL1201831	D003093	2
CHEMBL1000	D014581	4
CHEMBL1201577	D003528	1
CHEMBL1201577	D004938	3
CHEMBL1042	D014808	3
CHEMBL1750	D054198	4
CHEMBL107	D054058	2
CHEMBL2108709	D004387	4
CHEMBL1201610	D003928	2
CHEMBL2108184	D043183	2
CHEMBL160	D006086	4
CHEMBL160	D007918	2
CHEMBL2028663	D008545	Not Applicable
CHEMBL1201566	D051436	Not Applicable
CHEMBL1201550	D008545	2
CHEMBL384467	D000152	4
CHEMBL384467	D003424	4
CHEMBL384467	D003930	4
CHEMBL384467	D015508	4
CHEMBL1530428	D000152	4
CHEMBL1201302	D015508	4
CHEMBL1201863	D010437	Not Applicable
CHEMBL52440	D002659	2
CHEMBL23	D003248	1
CHEMBL964	D008545	2
CHEMBL92	D010051	4
CHEMBL1433	D000152	4
CHEMBL1433	D003930	2
CHEMBL1433	D014526	3
CHEMBL465	D009325	4
CHEMBL465	D020181	2
CHEMBL2103827	D007022	3
CHEMBL1201837	D000799	2
CHEMBL1201476	D020246	4
CHEMBL679	D015508	4
CHEMBL135	D015658	1
CHEMBL1522	D020181	2
CHEMBL1908360	D006086	4
CHEMBL1908360	D016403	3
CHEMBL1908360	D007674	2
CHEMBL1908360	D008223	2
CHEMBL1908360	D010190	2
CHEMBL1908360	D013274	3
CHEMBL902	D005764	4
CHEMBL672	D052439	3
CHEMBL1201567	D002598	3
CHEMBL710	D011470	Not Applicable
CHEMBL710	D012164	2
CHEMBL1096882	D015451	4
CHEMBL1096882	D008223	3
CHEMBL407	D009771	2
CHEMBL1512	D008173	4
CHEMBL989	D008268	2
CHEMBL185	D010190	4
CHEMBL1200854	D011565	2
CHEMBL1676	D015508	4
CHEMBL940	D012600	3
CHEMBL1251	D007246	3
CHEMBL939	D015470	2
CHEMBL457	D003327	4
CHEMBL1201506	D007938	3
CHEMBL1481	D003920	4
CHEMBL266481	D007003	4
CHEMBL1201833	D013167	Not Applicable
CHEMBL1201513	D014648	4
CHEMBL1201438	D015470	3
CHEMBL389621	D006333	2
CHEMBL389621	D012772	3
CHEMBL1873475	D009101	2
CHEMBL521	D006255	1
CHEMBL521	D004646	2
CHEMBL1117	D015470	4
CHEMBL941	D008545	2
CHEMBL6	D018771	4
CHEMBL1201496	D003920	4
CHEMBL1201631	D009203	3
CHEMBL1621597	D008173	4
CHEMBL547	D000152	Not Applicable
CHEMBL1648	D001714	2
CHEMBL480	D010437	Not Applicable
CHEMBL960	D001172	Not Applicable
CHEMBL1201199	D009765	Not Applicable
CHEMBL1286	D012640	4
CHEMBL1389	D004715	3
CHEMBL79	D001943	Not Applicable
CHEMBL4084119	D006943	3
CHEMBL4084119	D003924	Not Applicable
CHEMBL1201419	D007246	3
CHEMBL717	D004715	4
CHEMBL717	D008593	3
CHEMBL861	D004827	4
CHEMBL1425	D054198	4
CHEMBL34259	D002294	3
CHEMBL34259	D015535	3
CHEMBL1341	D010146	4
CHEMBL796	D001932	3
CHEMBL796	D001068	2
CHEMBL650	D008575	2
CHEMBL1276308	D001714	2
CHEMBL1276308	D003480	4
CHEMBL654	D002659	3
CHEMBL1456	D010190	1
CHEMBL866	D006086	4
CHEMBL649	D016540	2
CHEMBL19019	D019969	2
CHEMBL1201607	D003424	4
CHEMBL1201668	D006333	3
CHEMBL1484	D002543	Not Applicable
CHEMBL193	D006973	Not Applicable
CHEMBL1200689	D011655	Not Applicable
CHEMBL730	D006973	Not Applicable
CHEMBL2108738	D002289	4
CHEMBL3183075	D010437	4
CHEMBL1743048	D008228	3
CHEMBL1201836	D016403	3
CHEMBL715	D009325	3
CHEMBL715	D007863	1
CHEMBL521686	D002289	3
CHEMBL1068	D004828	4
CHEMBL428647	D023903	1
CHEMBL428647	D055752	2
CHEMBL428647	D002294	Not Applicable
CHEMBL189963	D001943	Not Applicable
CHEMBL2108078	D006996	4
CHEMBL1201568	D007938	2
CHEMBL1201568	D008228	2
CHEMBL1963684	D000740	4
CHEMBL1201561	D008545	4
CHEMBL3137343	D002289	3
CHEMBL3137343	D010190	2
CHEMBL100116	D010146	4
CHEMBL101	D012216	4
CHEMBL527	D018771	4
CHEMBL18442	D015470	1
CHEMBL2103758	D009765	2
CHEMBL1144	D015658	2
CHEMBL1152	D015508	4
CHEMBL1059	D001007	3
CHEMBL1201825	D009216	1
CHEMBL1201825	D015861	4
CHEMBL1404	D001281	Not Applicable
CHEMBL1946170	D006528	4
CHEMBL744	D002659	2
CHEMBL744	D001714	Not Applicable
CHEMBL2107834	D006976	4
CHEMBL1201576	D015451	4
CHEMBL1201576	D016403	3
CHEMBL1201576	D007674	3
CHEMBL1201576	D009157	3
CHEMBL198362	D054556	3
CHEMBL193240	D008173	4
CHEMBL121	D007972	2
CHEMBL1303	D012148	4
CHEMBL1201670	D011649	2
CHEMBL1200694	D009767	2
CHEMBL1064	D019694	1
CHEMBL1064	D011014	3
CHEMBL1064	D020529	3
CHEMBL1064	D013345	Not Applicable
CHEMBL413	D006528	3
CHEMBL413	D006973	3
CHEMBL413	D009101	2
CHEMBL1201621	D051436	4
CHEMBL1393	D006976	2
CHEMBL779	D017563	3
CHEMBL1963683	D005901	4
CHEMBL83	D019698	1
CHEMBL2103822	D008107	1
CHEMBL398435	D007511	1
CHEMBL398435	D058729	3
CHEMBL1237022	D006086	2
CHEMBL1324	D005715	2
CHEMBL220492	D065630	1
CHEMBL1451	D015508	4
CHEMBL1451	D014820	Not Applicable
CHEMBL1201520	D007246	3
CHEMBL109	D012509	1
CHEMBL1069	D001281	Not Applicable
CHEMBL1069	D003920	4
CHEMBL24828	D002289	3
CHEMBL24828	D011471	2
CHEMBL373742	D002659	2
CHEMBL1743087	D003093	Not Applicable
CHEMBL98	D008223	3
CHEMBL98	D009447	2
CHEMBL98	D012509	2
CHEMBL93	D054990	2
CHEMBL924	D008654	2
CHEMBL924	D002289	3
CHEMBL924	D015663	4
CHEMBL911	D007319	Not Applicable
CHEMBL750	D020329	2
CHEMBL1201823	D006973	2
CHEMBL1201823	D015535	4
CHEMBL1201823	D003093	3
CHEMBL112	D006973	Not Applicable
CHEMBL2107841	D006333	2
CHEMBL709	D011470	Not Applicable
CHEMBL705	D011565	2
CHEMBL1467	D001714	3
CHEMBL1467	D024821	2
CHEMBL1201593	D004653	3
CHEMBL1201593	D002543	3
CHEMBL1201593	D009203	4
CHEMBL1111	D006973	Not Applicable
CHEMBL629	D003866	4
CHEMBL1201570	D001171	2
CHEMBL1201570	D051436	3
CHEMBL1201570	D006976	1
CHEMBL231779	D051436	2
CHEMBL1201619	D006470	4
CHEMBL2362016	D015470	3
CHEMBL2362016	D015473	4
CHEMBL2362016	D010190	2
CHEMBL25	D011618	3
CHEMBL24	D006331	3
CHEMBL1487	D015179	Not Applicable
CHEMBL1487	D015228	4
CHEMBL1487	D011565	3
CHEMBL517712	D010146	3
CHEMBL1289926	D005909	2
CHEMBL1289926	D006528	2
CHEMBL1289926	D013964	2
CHEMBL1489	D007938	3
CHEMBL701	D001321	1
CHEMBL1200500	D008173	4
CHEMBL632	D008173	4
CHEMBL1200538	D008173	4
CHEMBL1497	D008173	4
CHEMBL1201583	D005910	2
CHEMBL1201574	D001764	3
CHEMBL1201574	D011470	2
CHEMBL844	D005902	4
CHEMBL1370	D008173	4
CHEMBL1201087	D007246	2
CHEMBL1201087	D012148	3
CHEMBL2105717	D002289	3
CHEMBL1201834	D011711	2
CHEMBL965	D005901	4
CHEMBL451887	D007938	1
CHEMBL1201780	D022124	4
CHEMBL842	D006333	4
CHEMBL1042	D018149	2
CHEMBL1042	D003424	Not Applicable
CHEMBL1237132	D012600	2
CHEMBL70418	D004831	3
CHEMBL134	D009357	3
CHEMBL2095208	D015658	4
CHEMBL107	D006073	Not Applicable
CHEMBL1755	D008107	1
CHEMBL160	D009203	3
CHEMBL803	D007938	4
CHEMBL803	D012509	2
CHEMBL1201460	D051436	3
CHEMBL1421	D054198	4
CHEMBL1421	D005909	2
CHEMBL1421	D008545	2
CHEMBL1201129	D054198	1
CHEMBL1237023	D002289	2
CHEMBL1172	D003876	3
CHEMBL1201109	D003876	4
CHEMBL384467	D008103	3
CHEMBL17	D005901	4
CHEMBL1751	D004827	1
CHEMBL964	D004478	4
CHEMBL473	D001145	4
CHEMBL502	D060825	3
CHEMBL1433	D006470	3
CHEMBL1433	D008224	2
CHEMBL2109065	D051436	2
CHEMBL679	D016757	2
CHEMBL1201565	D009190	3
CHEMBL2105737	D002280	4
CHEMBL553	D001932	2
CHEMBL87992	D005356	2
CHEMBL1201649	D008593	4
CHEMBL1201572	D012585	1
CHEMBL1908360	D016410	2
CHEMBL1908360	D009373	2
CHEMBL1908360	D008175	2
CHEMBL414357	D009767	2
CHEMBL41355	D012640	4
CHEMBL1201567	D006402	2
CHEMBL1201567	D015470	3
CHEMBL1201567	D007246	2
CHEMBL1201567	D009101	3
CHEMBL1201567	D002289	3
CHEMBL1512	D015508	4
CHEMBL563	D063806	4
CHEMBL563	D010146	4
CHEMBL806	D011471	4
CHEMBL1473	D001988	2
CHEMBL1473	D020181	3
CHEMBL940	D004827	4
CHEMBL1628502	D004827	4
CHEMBL888	D008654	3
CHEMBL1201335	D008173	4
CHEMBL1201509	D011085	3
CHEMBL970	D001007	4
CHEMBL1201438	D015658	3
CHEMBL389621	D000506	3
CHEMBL1873475	D015451	4
CHEMBL2216870	D006255	1
CHEMBL2216870	D015451	4
CHEMBL494	D012595	2
CHEMBL941	D009442	2
CHEMBL2108035	D020329	2
CHEMBL6	D007863	1
CHEMBL6	D063806	4
CHEMBL1201581	D057765	2
CHEMBL1201581	D009080	3
CHEMBL1201627	D006943	2
CHEMBL2109047	D015658	2
CHEMBL1201562	D006526	3
CHEMBL571	D018771	4
CHEMBL1201199	D004715	Not Applicable
CHEMBL1286	D060825	2
CHEMBL1201191	D014581	4
CHEMBL79	D002349	Not Applicable
CHEMBL79	D003371	3
CHEMBL79	D011537	4
CHEMBL3301675	D003248	Not Applicable
CHEMBL1201222	D001068	3
CHEMBL1200826	D001714	Not Applicable
CHEMBL1200826	D055752	1
CHEMBL354541	D006937	4
CHEMBL580	D004827	3
CHEMBL2103873	D054990	2
CHEMBL1201187	D015526	2
CHEMBL717	D012891	3
CHEMBL256087	D010146	4
CHEMBL704	D000236	2
CHEMBL19	D005901	4
CHEMBL697	D004827	4
CHEMBL796	D013313	2
CHEMBL796	D011471	3
CHEMBL1276308	D013313	2
CHEMBL1276308	D007889	3
CHEMBL802	D006973	Not Applicable
CHEMBL1373	D001932	3
CHEMBL1373	D007024	1
CHEMBL70	D011537	Not Applicable
CHEMBL1456	D010392	3
CHEMBL19019	D003424	2
CHEMBL19019	D006556	3
CHEMBL19019	D009771	2
CHEMBL154	D014627	4
CHEMBL1201607	D006086	2
CHEMBL1200689	D009437	2
CHEMBL2108738	D008545	4
CHEMBL1503	D006470	3
CHEMBL46	D019970	2
CHEMBL1228	D063806	4
CHEMBL395429	D009765	2
CHEMBL395429	D012735	2
CHEMBL1200622	D005922	3
CHEMBL1201561	D015658	2
CHEMBL2007641	D001943	Not Applicable
CHEMBL918	D004827	4
CHEMBL797	D004827	4
CHEMBL550	D005901	Not Applicable
CHEMBL595	D051436	Not Applicable
CHEMBL595	D002289	2
CHEMBL527	D063806	4
CHEMBL1201746	D016411	4
CHEMBL969	D001007	4
CHEMBL635	D009157	3
CHEMBL635	D008180	Not Applicable
CHEMBL103	D019970	2
CHEMBL103	D014029	Not Applicable
CHEMBL1201486	D001145	4
CHEMBL1201825	D003920	2
CHEMBL1201825	D005901	Not Applicable
CHEMBL1790041	D005764	4
CHEMBL1946170	D018281	2
CHEMBL1201576	D054198	4
CHEMBL1201576	D009471	2
CHEMBL1201576	D012859	2
CHEMBL193240	D009765	1
CHEMBL1201754	D004827	4
CHEMBL1201670	D007938	3
CHEMBL1201670	D009157	1
CHEMBL569713	D009325	4
CHEMBL192	D005317	3
CHEMBL1064	D002289	2
CHEMBL413	D008268	2
CHEMBL1336	D002289	4
CHEMBL2367706	D010437	4
CHEMBL832	D006073	4
CHEMBL956	D012216	4
CHEMBL779	D002294	2
CHEMBL83	D001714	3
CHEMBL2104987	D003424	2
CHEMBL2104987	D008107	1
CHEMBL1017	D006331	3
CHEMBL1201182	D006689	2
CHEMBL2108791	D011655	3
CHEMBL117785	D005879	3
CHEMBL190	D006976	1
CHEMBL344159	D051436	3
CHEMBL220492	D019969	2
CHEMBL877	D006471	Not Applicable
CHEMBL1451	D050500	3
CHEMBL1451	D003930	1
CHEMBL1504	D020370	3
CHEMBL1504	D006255	4
CHEMBL1200878	D008173	4
CHEMBL1187833	D008173	4
CHEMBL1201520	D053713	3
CHEMBL553025	D002289	4
CHEMBL98	D001927	2
CHEMBL98	D016410	4
CHEMBL98	D010190	1
CHEMBL1464	D020246	Not Applicable
CHEMBL603	D008173	4
CHEMBL750	D012640	4
CHEMBL1201823	D000506	2
CHEMBL477	D009203	3
CHEMBL714	D020294	1
CHEMBL1201587	D007938	3
CHEMBL1201587	D008223	3
CHEMBL1467	D006333	3
CHEMBL661	D013313	4
CHEMBL1201593	D006333	4
CHEMBL1046	D006470	4
CHEMBL1096	D008173	4
CHEMBL231779	D054058	3
CHEMBL2362016	D008180	2
CHEMBL25	D006333	3
CHEMBL25	D006976	2
CHEMBL1487	D054058	3
CHEMBL1487	D024821	3
CHEMBL1542	D008180	4
CHEMBL1201439	D003093	2
CHEMBL1200500	D057765	1
CHEMBL1789843	D015433	2
CHEMBL1200384	D008173	4
CHEMBL1201583	D006528	3
CHEMBL1201583	D012514	2
CHEMBL1201583	D006258	2
CHEMBL409	D001943	3
CHEMBL1201574	D000152	2
CHEMBL1201574	D009767	2
CHEMBL1742994	D006086	2
CHEMBL1742994	D007938	1
CHEMBL1742994	D008223	2
CHEMBL1199080	D001145	4
CHEMBL844	D006940	3
CHEMBL113	D001281	Not Applicable
CHEMBL113	D019970	2
CHEMBL1201834	D029424	1
CHEMBL1773	D005910	2
CHEMBL1773	D009303	3
CHEMBL118	D002289	3
CHEMBL1201831	D013167	4
CHEMBL1201831	D003424	Not Applicable
CHEMBL1201577	D000230	Not Applicable
CHEMBL1201577	D005909	2
CHEMBL1042	D000236	3
CHEMBL30	D006470	4
CHEMBL70418	D009437	1
CHEMBL1750	D008224	1
CHEMBL485	D003371	4
CHEMBL107	D001528	2
CHEMBL160	D029424	1
CHEMBL1201460	D012772	2
CHEMBL1201460	D054556	4
CHEMBL1421	D015470	3
CHEMBL1421	D008654	2
CHEMBL415606	D011471	4
CHEMBL1237023	D001172	Not Applicable
CHEMBL1201662	D020246	4
CHEMBL1172	D007863	1
CHEMBL1429	D002543	2
CHEMBL1533	D020182	2
CHEMBL1766	D011565	4
CHEMBL384467	D006470	2
CHEMBL384467	D047928	2
CHEMBL827	D001289	4
CHEMBL181	D007003	4
CHEMBL92	D007938	2
CHEMBL502	D001321	2
CHEMBL1433	D029424	3
CHEMBL1433	D010146	2
CHEMBL465	D000856	3
CHEMBL1108	D011618	4
CHEMBL2103827	D007024	4
CHEMBL1752	D008173	4
CHEMBL1201828	D009157	3
CHEMBL578	D011507	3
CHEMBL679	D001988	3
CHEMBL679	D005901	4
CHEMBL679	D008173	4
CHEMBL1201565	D047928	2
CHEMBL58323	D009437	2
CHEMBL1908360	D005910	2
CHEMBL1908360	D002813	2
CHEMBL1908360	D006689	2
CHEMBL1908360	D012516	2
CHEMBL1908360	D018358	4
CHEMBL1164729	D006973	Not Applicable
CHEMBL981	D052439	3
CHEMBL596	D013345	3
CHEMBL914	D006255	4
CHEMBL710	D000505	4
CHEMBL1096882	D015470	3
CHEMBL1200600	D000152	4
CHEMBL185	D006528	3
CHEMBL185	D009303	3
CHEMBL940	D002349	3
CHEMBL940	D009437	4
CHEMBL940	D047928	1
CHEMBL457	D014029	2
CHEMBL1201833	D015535	4
CHEMBL521	D018771	4
CHEMBL521	D050723	3
CHEMBL521	D006973	Not Applicable
CHEMBL521	D014627	4
CHEMBL14376	D008107	1
CHEMBL1282	D008545	3
CHEMBL1282	D014777	4
CHEMBL2108035	D001764	3
CHEMBL1201613	D003920	4
CHEMBL1513	D019698	3
CHEMBL2010601	D029424	2
CHEMBL571	D020370	3
CHEMBL469	D006255	1
CHEMBL480	D004381	4
CHEMBL1286	D020329	1
CHEMBL1286	D016584	3
CHEMBL1286	D013313	3
CHEMBL1009	D019970	2
CHEMBL1009	D012148	3
CHEMBL79	D001007	2
CHEMBL79	D005356	3
CHEMBL237500	D003920	4
CHEMBL4084119	D009765	Not Applicable
CHEMBL1201187	D001172	2
CHEMBL717	D015658	2
CHEMBL686	D012216	4
CHEMBL979	D001007	4
CHEMBL1431	D011471	Not Applicable
CHEMBL34259	D054198	4
CHEMBL34259	D008288	1
CHEMBL34259	D009157	2
CHEMBL650	D000152	4
CHEMBL1201265	D020528	3
CHEMBL1201265	D003638	3
CHEMBL13	D006333	Not Applicable
CHEMBL654	D019970	2
CHEMBL606	D007889	3
CHEMBL1161	D057765	2
CHEMBL1456	D006526	3
CHEMBL1456	D009157	3
CHEMBL154	D013167	4
CHEMBL154	D063806	4
CHEMBL154	D020370	3
CHEMBL1201607	D009101	1
CHEMBL1201607	D001172	2
CHEMBL1201668	D009203	2
CHEMBL1200689	D006976	4
CHEMBL730	D002289	2
CHEMBL1201146	D008223	2
CHEMBL2095222	D020246	2
CHEMBL1201836	D006689	2
CHEMBL1503	D004381	4
CHEMBL1503	D054990	2
CHEMBL428647	D012514	4
CHEMBL428647	D009101	2
CHEMBL428647	D010190	3
CHEMBL1201821	D007938	3
CHEMBL1200622	D011507	3
CHEMBL477772	D011471	2
CHEMBL1201568	D009101	3
CHEMBL1201561	D015464	3
CHEMBL628	D016773	2
CHEMBL1423	D011618	4
CHEMBL131	D009101	3
CHEMBL131	D008180	4
CHEMBL1152	D012585	3
CHEMBL1200909	D015508	4
CHEMBL635	D006255	4
CHEMBL635	D009190	2
CHEMBL1059	D050500	2
CHEMBL897	D006073	4
CHEMBL728	D020250	4
CHEMBL526	D006973	3
CHEMBL526	D013345	3
CHEMBL1115	D007022	2
CHEMBL1219	D002561	3
CHEMBL1404	D054058	4
CHEMBL1404	D043183	3
CHEMBL772	D006973	4
CHEMBL1643	D019694	3
CHEMBL1201830	D001171	2
CHEMBL198362	D054058	2
CHEMBL122	D020370	3
CHEMBL1201832	D008228	2
CHEMBL1200694	D011183	1
CHEMBL1743070	D009101	3
CHEMBL1064	D058729	2
CHEMBL1064	D012772	2
CHEMBL413	D008180	2
CHEMBL1393	D009203	4
CHEMBL2108147	D009203	Not Applicable
CHEMBL15770	D012216	4
CHEMBL535	D007680	3
CHEMBL1017	D015658	2
CHEMBL967	D007319	4
CHEMBL2108791	D009203	Not Applicable
CHEMBL1900528	D008173	4
CHEMBL1237022	D013167	3
CHEMBL220492	D005715	3
CHEMBL220492	D009765	Not Applicable
CHEMBL220492	D016540	3
CHEMBL84	D012509	3
CHEMBL877	D012600	3
CHEMBL1237119	D007511	2
CHEMBL1504	D010146	4
CHEMBL1200449	D008173	4
CHEMBL1888176	D029424	1
CHEMBL260538	D007889	3
CHEMBL1551	D008107	3
CHEMBL109	D015658	2
CHEMBL1229517	D009101	2
CHEMBL637	D001007	4
CHEMBL89598	D019969	2
CHEMBL89598	D005879	1
CHEMBL924	D012512	3
CHEMBL924	D009303	2
CHEMBL924	D001851	3
CHEMBL924	D010146	3
CHEMBL1201823	D001171	4
CHEMBL1201823	D014890	3
CHEMBL1194325	D008173	4
CHEMBL1742982	D015861	4
CHEMBL1467	D006973	3
CHEMBL1201593	D006470	3
CHEMBL1169	D003424	Not Applicable
CHEMBL1471	D009325	4
CHEMBL25	D055371	2
CHEMBL25	D005909	2
CHEMBL25	D015658	2
CHEMBL1487	D002312	3
CHEMBL1487	D008180	3
CHEMBL1289926	D002294	2
CHEMBL1201556	D012883	4
CHEMBL1789843	D012859	2
CHEMBL1200538	D015508	4
CHEMBL1200384	D011565	4
CHEMBL1497	D003876	4
CHEMBL1201583	D009190	2
CHEMBL1201583	D010051	3
CHEMBL1201583	D009442	2
CHEMBL1200963	D005901	Not Applicable
CHEMBL2103749	D054058	4
CHEMBL2103749	D006470	4
CHEMBL1742992	D016403	2
CHEMBL1742992	D008228	3
CHEMBL325041	D015470	2
CHEMBL1201574	D013274	2
CHEMBL1370	D005922	2
CHEMBL1370	D009298	4
CHEMBL1370	D011349	3
CHEMBL1098	D050723	3
CHEMBL1201834	D050197	3
CHEMBL1201834	D001172	2
