drug	target
CHEMBL1334033	ENSG00000157184
CHEMBL75880	ENSG00000157184
CHEMBL4297788	ENSG00000198851
CHEMBL4297788	ENSG00000160654
CHEMBL4297788	ENSG00000167286
CHEMBL3989693	ENSG00000169252
CHEMBL1002	ENSG00000169252
CHEMBL1201735	ENSG00000103546
CHEMBL3707377	ENSG00000082175
CHEMBL3707277	ENSG00000146648
CHEMBL4594253	ENSG00000165025
CHEMBL3979920	ENSG00000165025
CHEMBL1200335	ENSG00000169083
CHEMBL2103784	ENSG00000185231
CHEMBL4298002	ENSG00000180210
CHEMBL2219776	ENSG00000141510
CHEMBL1481	ENSG00000187486
CHEMBL1481	ENSG00000006071
CHEMBL3545089	ENSG00000104365
CHEMBL29919	ENSG00000153253
CHEMBL4650395	ENSG00000088053
CHEMBL3545157	ENSG00000082701
CHEMBL3989944	ENSG00000079999
CHEMBL1090479	ENSG00000178999
CHEMBL2104964	ENSG00000160716
CHEMBL2104964	ENSG00000101204
CHEMBL430497	ENSG00000160716
CHEMBL430497	ENSG00000101204
CHEMBL4650277	ENSG00000105221
CHEMBL4650277	ENSG00000117020
CHEMBL4650277	ENSG00000142208
CHEMBL3545134	ENSG00000175634
CHEMBL3545134	ENSG00000108443
CHEMBL1393	ENSG00000151623
CHEMBL1200492	ENSG00000102468
CHEMBL623	ENSG00000102468
CHEMBL3643413	ENSG00000171608
CHEMBL2103829	ENSG00000108576
CHEMBL4297884	ENSG00000187764
CHEMBL2151570	ENSG00000175344
CHEMBL4650273	ENSG00000166603
CHEMBL3545072	ENSG00000138379
CHEMBL1201605	ENSG00000134460
CHEMBL1201605	ENSG00000147168
CHEMBL1201605	ENSG00000100385
CHEMBL4297522	ENSG00000066468
CHEMBL4297928	ENSG00000213906
CHEMBL4297928	ENSG00000213903
CHEMBL3544952	ENSG00000166736
CHEMBL3544952	ENSG00000186038
CHEMBL3544952	ENSG00000149305
CHEMBL3544952	ENSG00000186090
CHEMBL3544952	ENSG00000178084
CHEMBL1200601	ENSG00000135312
CHEMBL1278	ENSG00000135312
CHEMBL2109267	ENSG00000105383
CHEMBL1095097	ENSG00000151623
CHEMBL2017179	ENSG00000087237
CHEMBL1200813	ENSG00000043591
CHEMBL642	ENSG00000043591
CHEMBL4175981	ENSG00000188822
CHEMBL467	ENSG00000167325
CHEMBL467	ENSG00000048392
CHEMBL467	ENSG00000171848
CHEMBL1201584	ENSG00000259207
CHEMBL1201584	ENSG00000005961
CHEMBL3989927	ENSG00000113851
CHEMBL3989927	ENSG00000167986
CHEMBL3989927	ENSG00000139842
CHEMBL3989927	ENSG00000100387
CHEMBL1172	ENSG00000196639
CHEMBL2107333	ENSG00000079999
CHEMBL3545137	ENSG00000149554
CHEMBL995	ENSG00000144891
CHEMBL191	ENSG00000144891
CHEMBL2108147	ENSG00000122194
CHEMBL2218917	ENSG00000133019
CHEMBL168815	ENSG00000133019
CHEMBL2177390	ENSG00000105221
CHEMBL2177390	ENSG00000117020
CHEMBL2177390	ENSG00000142208
CHEMBL1615025	ENSG00000126934
CHEMBL16476	ENSG00000169252
CHEMBL3989939	ENSG00000198400
CHEMBL3989939	ENSG00000148053
CHEMBL3989939	ENSG00000140538
CHEMBL3889654	ENSG00000198400
CHEMBL3889654	ENSG00000148053
CHEMBL3889654	ENSG00000140538
CHEMBL2108278	ENSG00000198947
CHEMBL3301583	ENSG00000003436
CHEMBL3707378	ENSG00000104321
CHEMBL1096979	ENSG00000132437
CHEMBL4650393	ENSG00000198851
CHEMBL4650393	ENSG00000160654
CHEMBL4650393	ENSG00000167286
CHEMBL1688243	ENSG00000160791
CHEMBL1650595	ENSG00000140992
CHEMBL2109621	ENSG00000150093
CHEMBL1201777	ENSG00000103546
CHEMBL1201776	ENSG00000103546
CHEMBL940	ENSG00000196557
CHEMBL940	ENSG00000153956
CHEMBL940	ENSG00000151067
CHEMBL940	ENSG00000157445
CHEMBL940	ENSG00000081248
CHEMBL940	ENSG00000007402
CHEMBL940	ENSG00000157388
CHEMBL940	ENSG00000141837
CHEMBL940	ENSG00000148408
CHEMBL940	ENSG00000006283
CHEMBL940	ENSG00000151062
CHEMBL940	ENSG00000100346
CHEMBL940	ENSG00000102001
CHEMBL940	ENSG00000198216
CHEMBL940	ENSG00000182389
CHEMBL940	ENSG00000165995
CHEMBL940	ENSG00000067191
CHEMBL940	ENSG00000167535
CHEMBL940	ENSG00000105605
CHEMBL940	ENSG00000075429
CHEMBL940	ENSG00000166862
CHEMBL940	ENSG00000075461
CHEMBL940	ENSG00000142408
CHEMBL940	ENSG00000006116
CHEMBL940	ENSG00000130433
CHEMBL940	ENSG00000108878
CHEMBL2107067	ENSG00000169083
CHEMBL2109678	ENSG00000086205
CHEMBL267044	ENSG00000149295
CHEMBL4297483	ENSG00000169252
CHEMBL4297643	ENSG00000115020
CHEMBL2109636	ENSG00000106804
CHEMBL2109447	ENSG00000196126
CHEMBL2108258	ENSG00000187010
CHEMBL601719	ENSG00000143924
CHEMBL3989694	ENSG00000102468
CHEMBL3545163	ENSG00000128271
CHEMBL832	ENSG00000197891
CHEMBL4297608	ENSG00000111424
CHEMBL3545349	ENSG00000176884
CHEMBL3545349	ENSG00000273079
CHEMBL3545350	ENSG00000176884
CHEMBL3545350	ENSG00000273079
CHEMBL1200694	ENSG00000100433
CHEMBL3623290	ENSG00000146648
CHEMBL488	ENSG00000137869
CHEMBL4594354	ENSG00000146648
CHEMBL1873475	ENSG00000010671
CHEMBL1691	ENSG00000043591
CHEMBL423	ENSG00000043591
CHEMBL1980391	ENSG00000142731
CHEMBL3039518	ENSG00000181072
CHEMBL1703	ENSG00000198695
CHEMBL1703	ENSG00000130414
CHEMBL1703	ENSG00000110717
CHEMBL1703	ENSG00000212907
CHEMBL1703	ENSG00000184983
CHEMBL1703	ENSG00000198888
CHEMBL1703	ENSG00000165264
CHEMBL1703	ENSG00000189043
CHEMBL1703	ENSG00000174886
CHEMBL1703	ENSG00000099795
CHEMBL1703	ENSG00000198763
CHEMBL1703	ENSG00000158864
CHEMBL1703	ENSG00000198786
CHEMBL1703	ENSG00000119421
CHEMBL1703	ENSG00000136521
CHEMBL1703	ENSG00000198886
CHEMBL1703	ENSG00000198840
CHEMBL1703	ENSG00000004779
CHEMBL1703	ENSG00000125356
CHEMBL1703	ENSG00000164258
CHEMBL1703	ENSG00000119013
CHEMBL1703	ENSG00000109390
CHEMBL1703	ENSG00000131495
CHEMBL1703	ENSG00000168653
CHEMBL1703	ENSG00000115286
CHEMBL1703	ENSG00000145494
CHEMBL1703	ENSG00000183648
CHEMBL1703	ENSG00000213619
CHEMBL1703	ENSG00000170906
CHEMBL1703	ENSG00000065518
CHEMBL1703	ENSG00000166136
CHEMBL1703	ENSG00000090266
CHEMBL1703	ENSG00000267855
CHEMBL1703	ENSG00000151366
CHEMBL1703	ENSG00000140990
CHEMBL1703	ENSG00000178127
CHEMBL1703	ENSG00000023228
CHEMBL1703	ENSG00000167792
CHEMBL1703	ENSG00000160194
CHEMBL1703	ENSG00000128609
CHEMBL1703	ENSG00000139180
CHEMBL1703	ENSG00000164182
CHEMBL1703	ENSG00000178057
CHEMBL1703	ENSG00000185633
CHEMBL1703	ENSG00000147123
CHEMBL1703	ENSG00000123545
CHEMBL1703	ENSG00000186010
CHEMBL1703	ENSG00000184752
CHEMBL1703	ENSG00000137806
CHEMBL1703	ENSG00000147684
CHEMBL1431	ENSG00000198695
CHEMBL1431	ENSG00000130414
CHEMBL1431	ENSG00000110717
CHEMBL1431	ENSG00000212907
CHEMBL1431	ENSG00000184983
CHEMBL1431	ENSG00000198888
CHEMBL1431	ENSG00000165264
CHEMBL1431	ENSG00000189043
CHEMBL1431	ENSG00000174886
CHEMBL1431	ENSG00000099795
CHEMBL1431	ENSG00000198763
CHEMBL1431	ENSG00000158864
CHEMBL1431	ENSG00000198786
CHEMBL1431	ENSG00000119421
CHEMBL1431	ENSG00000136521
CHEMBL1431	ENSG00000198886
CHEMBL1431	ENSG00000198840
CHEMBL1431	ENSG00000004779
CHEMBL1431	ENSG00000125356
CHEMBL1431	ENSG00000164258
CHEMBL1431	ENSG00000119013
CHEMBL1431	ENSG00000109390
CHEMBL1431	ENSG00000131495
CHEMBL1431	ENSG00000168653
CHEMBL1431	ENSG00000115286
CHEMBL1431	ENSG00000145494
CHEMBL1431	ENSG00000183648
CHEMBL1431	ENSG00000213619
CHEMBL1431	ENSG00000170906
CHEMBL1431	ENSG00000065518
CHEMBL1431	ENSG00000166136
CHEMBL1431	ENSG00000090266
CHEMBL1431	ENSG00000267855
CHEMBL1431	ENSG00000151366
CHEMBL1431	ENSG00000140990
CHEMBL1431	ENSG00000178127
CHEMBL1431	ENSG00000023228
CHEMBL1431	ENSG00000167792
CHEMBL1431	ENSG00000160194
CHEMBL1431	ENSG00000128609
CHEMBL1431	ENSG00000139180
CHEMBL1431	ENSG00000164182
CHEMBL1431	ENSG00000178057
CHEMBL1431	ENSG00000185633
CHEMBL1431	ENSG00000147123
CHEMBL1431	ENSG00000123545
CHEMBL1431	ENSG00000186010
CHEMBL1431	ENSG00000184752
CHEMBL1431	ENSG00000137806
CHEMBL1431	ENSG00000147684
CHEMBL2109485	ENSG00000013725
CHEMBL1743028	ENSG00000188229
CHEMBL1743028	ENSG00000101162
CHEMBL1743028	ENSG00000198033
CHEMBL1743028	ENSG00000127824
CHEMBL1743028	ENSG00000258947
CHEMBL1743028	ENSG00000167552
CHEMBL1743028	ENSG00000104833
CHEMBL1743028	ENSG00000261456
CHEMBL1743028	ENSG00000196230
CHEMBL1743028	ENSG00000123416
CHEMBL1743028	ENSG00000167553
CHEMBL1743028	ENSG00000152086
CHEMBL1743028	ENSG00000137267
CHEMBL1743028	ENSG00000137285
CHEMBL1743028	ENSG00000176014
CHEMBL2109229	ENSG00000171791
CHEMBL2108403	ENSG00000185499
CHEMBL3989521	ENSG00000043591
CHEMBL3989521	ENSG00000169252
CHEMBL3989521	ENSG00000188778
CHEMBL3545155	ENSG00000128052
CHEMBL3545141	ENSG00000105851
CHEMBL1766582	ENSG00000112062
CHEMBL1230122	ENSG00000112062
CHEMBL2108029	ENSG00000141736
CHEMBL3545426	ENSG00000198793
CHEMBL1201497	ENSG00000171105
CHEMBL21536	ENSG00000168539
CHEMBL1743027	ENSG00000107159
CHEMBL3989921	ENSG00000146648
CHEMBL1237061	ENSG00000113161
CHEMBL3545223	ENSG00000163485
CHEMBL1963684	ENSG00000187266
CHEMBL3545196	ENSG00000077782
CHEMBL49120	ENSG00000077782
CHEMBL1743051	ENSG00000105976
CHEMBL1523964	ENSG00000120907
CHEMBL1523964	ENSG00000150594
CHEMBL1523964	ENSG00000043591
CHEMBL1523964	ENSG00000169252
CHEMBL1523964	ENSG00000184160
CHEMBL1523964	ENSG00000171873
CHEMBL1523964	ENSG00000170214
CHEMBL1523964	ENSG00000274286
CHEMBL1523964	ENSG00000188778
CHEMBL1200666	ENSG00000111424
CHEMBL52885	ENSG00000010810
CHEMBL52885	ENSG00000197122
CHEMBL52885	ENSG00000182866
CHEMBL52885	ENSG00000176105
CHEMBL52885	ENSG00000136573
CHEMBL52885	ENSG00000101336
CHEMBL52885	ENSG00000254087
CHEMBL52885	ENSG00000111816
CHEMBL52885	ENSG00000000938
CHEMBL52885	ENSG00000125508
CHEMBL3989958	ENSG00000138413
CHEMBL1631540	ENSG00000179546
CHEMBL2392545	ENSG00000166851
CHEMBL463981	ENSG00000117362
CHEMBL463981	ENSG00000205155
CHEMBL463981	ENSG00000138613
CHEMBL463981	ENSG00000080815
CHEMBL463981	ENSG00000162736
CHEMBL463981	ENSG00000143801
CHEMBL1287935	ENSG00000120088
CHEMBL2178578	ENSG00000173585
CHEMBL3916243	ENSG00000186318
CHEMBL1200885	ENSG00000166736
CHEMBL1110	ENSG00000166736
CHEMBL1522	ENSG00000022355
CHEMBL1522	ENSG00000145864
CHEMBL1522	ENSG00000113327
CHEMBL1522	ENSG00000166206
CHEMBL1522	ENSG00000109158
CHEMBL1522	ENSG00000182256
CHEMBL1522	ENSG00000268089
CHEMBL1522	ENSG00000011677
CHEMBL1522	ENSG00000094755
CHEMBL1522	ENSG00000187730
CHEMBL1522	ENSG00000163285
CHEMBL1522	ENSG00000163288
CHEMBL1522	ENSG00000102287
CHEMBL1522	ENSG00000151834
CHEMBL1522	ENSG00000186297
CHEMBL1522	ENSG00000145863
CHEMBL918	ENSG00000144285
CHEMBL918	ENSG00000183873
CHEMBL918	ENSG00000007314
CHEMBL918	ENSG00000136546
CHEMBL918	ENSG00000136531
CHEMBL918	ENSG00000169432
CHEMBL918	ENSG00000153253
CHEMBL918	ENSG00000168356
CHEMBL918	ENSG00000196876
CHEMBL918	ENSG00000185313
CHEMBL2108167	ENSG00000131471
CHEMBL1423	ENSG00000149295
CHEMBL1423	ENSG00000151577
CHEMBL1423	ENSG00000169676
CHEMBL1423	ENSG00000069696
CHEMBL1423	ENSG00000184845
CHEMBL508102	ENSG00000115705
CHEMBL3187246	ENSG00000196639
CHEMBL539423	ENSG00000144891
CHEMBL2109265	ENSG00000119888
CHEMBL4297404	ENSG00000132170
CHEMBL1743033	ENSG00000013725
CHEMBL2107815	ENSG00000160013
CHEMBL1200772	ENSG00000167397
CHEMBL4297700	ENSG00000112116
CHEMBL279785	ENSG00000087245
CHEMBL1200948	ENSG00000147246
CHEMBL644	ENSG00000147246
CHEMBL1201825	ENSG00000112715
CHEMBL3287735	ENSG00000106462
CHEMBL3545402	ENSG00000157404
CHEMBL2103867	ENSG00000070019
CHEMBL1743045	ENSG00000146242
CHEMBL2364652	ENSG00000155760
CHEMBL2323775	ENSG00000105976
CHEMBL1743081	ENSG00000169194
CHEMBL1200745	ENSG00000169252
CHEMBL546	ENSG00000169252
CHEMBL1201477	ENSG00000091831
CHEMBL450044	ENSG00000140675
CHEMBL3707365	ENSG00000126218
CHEMBL88712	ENSG00000132965
CHEMBL1201132	ENSG00000082556
CHEMBL1201132	ENSG00000116329
CHEMBL1201132	ENSG00000112038
CHEMBL895	ENSG00000082556
CHEMBL895	ENSG00000116329
CHEMBL895	ENSG00000112038
CHEMBL2107872	ENSG00000163932
CHEMBL2109500	ENSG00000125498
CHEMBL211471	ENSG00000087085
CHEMBL278020	ENSG00000087085
CHEMBL3545221	ENSG00000121807
CHEMBL3545261	ENSG00000148400
CHEMBL4297904	ENSG00000003436
CHEMBL1201047	ENSG00000082556
CHEMBL1201347	ENSG00000082556
CHEMBL928	ENSG00000196218
CHEMBL1201288	ENSG00000196218
CHEMBL2146146	ENSG00000133019
CHEMBL517712	ENSG00000133019
CHEMBL2108718	ENSG00000117601
CHEMBL1743032	ENSG00000259207
CHEMBL2107842	ENSG00000142166
CHEMBL2107842	ENSG00000159110
CHEMBL1201464	ENSG00000138039
CHEMBL482968	ENSG00000068078
CHEMBL3039513	ENSG00000105639
CHEMBL431733	ENSG00000282608
CHEMBL252164	ENSG00000080824
CHEMBL252164	ENSG00000096384
CHEMBL279785	ENSG00000262406
CHEMBL34124	ENSG00000180772
CHEMBL4279047	ENSG00000138413
CHEMBL4279047	ENSG00000182054
CHEMBL25202	ENSG00000131759
CHEMBL2106227	ENSG00000022355
CHEMBL2106227	ENSG00000145864
CHEMBL2106227	ENSG00000113327
CHEMBL2106227	ENSG00000166206
CHEMBL2106227	ENSG00000109158
CHEMBL2106227	ENSG00000182256
CHEMBL2106227	ENSG00000268089
CHEMBL2106227	ENSG00000011677
CHEMBL2106227	ENSG00000094755
CHEMBL2106227	ENSG00000187730
CHEMBL2106227	ENSG00000163285
CHEMBL2106227	ENSG00000163288
CHEMBL2106227	ENSG00000102287
CHEMBL2106227	ENSG00000151834
CHEMBL2106227	ENSG00000186297
CHEMBL2106227	ENSG00000145863
CHEMBL2108735	ENSG00000198947
CHEMBL2105741	ENSG00000126934
CHEMBL4650292	ENSG00000065361
CHEMBL3989677	ENSG00000082556
CHEMBL3989677	ENSG00000116329
CHEMBL3989677	ENSG00000112038
CHEMBL2105749	ENSG00000116329
CHEMBL426084	ENSG00000116329
CHEMBL1096882	ENSG00000167325
CHEMBL1096882	ENSG00000048392
CHEMBL1096882	ENSG00000171848
CHEMBL1201729	ENSG00000144285
CHEMBL1201729	ENSG00000183873
CHEMBL1201729	ENSG00000007314
CHEMBL1201729	ENSG00000136546
CHEMBL1201729	ENSG00000136531
CHEMBL1201729	ENSG00000169432
CHEMBL1201729	ENSG00000153253
CHEMBL1201729	ENSG00000168356
CHEMBL1201729	ENSG00000196876
CHEMBL1201729	ENSG00000185313
CHEMBL184412	ENSG00000144285
CHEMBL184412	ENSG00000183873
CHEMBL184412	ENSG00000007314
CHEMBL184412	ENSG00000136546
CHEMBL184412	ENSG00000136531
CHEMBL184412	ENSG00000169432
CHEMBL184412	ENSG00000153253
CHEMBL184412	ENSG00000168356
CHEMBL184412	ENSG00000196876
CHEMBL184412	ENSG00000185313
CHEMBL1200782	ENSG00000103546
CHEMBL3545086	ENSG00000126266
CHEMBL3707226	ENSG00000122194
CHEMBL3702854	ENSG00000010671
CHEMBL1200598	ENSG00000140009
CHEMBL1200598	ENSG00000091831
CHEMBL1201052	ENSG00000102468
CHEMBL1088	ENSG00000102468
CHEMBL14376	ENSG00000102468
CHEMBL1743005	ENSG00000101017
CHEMBL1200814	ENSG00000104267
CHEMBL20	ENSG00000104267
CHEMBL490665	ENSG00000082556
CHEMBL267495	ENSG00000082556
CHEMBL2111051	ENSG00000133019
CHEMBL1200542	ENSG00000151623
CHEMBL1743053	ENSG00000198851
CHEMBL4297163	ENSG00000113578
CHEMBL1230609	ENSG00000113721
CHEMBL1230609	ENSG00000134853
CHEMBL3137345	ENSG00000146648
CHEMBL4297508	ENSG00000106633
CHEMBL3261331	ENSG00000151090
CHEMBL4297183	ENSG00000166148
CHEMBL2146133	ENSG00000105675
CHEMBL2146133	ENSG00000186009
CHEMBL1742428	ENSG00000179546
CHEMBL3183075	ENSG00000113749
CHEMBL539423	ENSG00000151617
CHEMBL2442750	ENSG00000183134
CHEMBL1743014	ENSG00000259207
CHEMBL1743014	ENSG00000138448
CHEMBL2109356	ENSG00000140443
CHEMBL20684	ENSG00000188229
CHEMBL20684	ENSG00000101162
CHEMBL20684	ENSG00000258947
CHEMBL20684	ENSG00000104833
CHEMBL20684	ENSG00000261456
CHEMBL20684	ENSG00000196230
CHEMBL20684	ENSG00000137267
CHEMBL20684	ENSG00000137285
CHEMBL20684	ENSG00000176014
CHEMBL20684	ENSG00000173213
CHEMBL561132	ENSG00000183134
CHEMBL1200950	ENSG00000168539
CHEMBL620	ENSG00000168539
CHEMBL1201765	ENSG00000181072
CHEMBL1201764	ENSG00000181072
CHEMBL3545055	ENSG00000121879
CHEMBL3989844	ENSG00000165646
CHEMBL3990032	ENSG00000188229
CHEMBL3990032	ENSG00000101162
CHEMBL3990032	ENSG00000198033
CHEMBL3990032	ENSG00000127824
CHEMBL3990032	ENSG00000258947
CHEMBL3990032	ENSG00000167552
CHEMBL3990032	ENSG00000104833
CHEMBL3990032	ENSG00000261456
CHEMBL3990032	ENSG00000196230
CHEMBL3990032	ENSG00000123416
CHEMBL3990032	ENSG00000167553
CHEMBL3990032	ENSG00000152086
CHEMBL3990032	ENSG00000137267
CHEMBL3990032	ENSG00000137285
CHEMBL3990032	ENSG00000176014
CHEMBL2165326	ENSG00000136160
CHEMBL2165326	ENSG00000151617
CHEMBL1201610	ENSG00000185231
CHEMBL2079588	ENSG00000128052
CHEMBL2360079	ENSG00000149295
CHEMBL1085	ENSG00000149295
CHEMBL1693	ENSG00000142319
CHEMBL1194666	ENSG00000142319
CHEMBL1201717	ENSG00000140443
CHEMBL285674	ENSG00000022355
CHEMBL285674	ENSG00000145864
CHEMBL285674	ENSG00000113327
CHEMBL285674	ENSG00000166206
CHEMBL285674	ENSG00000109158
CHEMBL285674	ENSG00000182256
CHEMBL285674	ENSG00000268089
CHEMBL285674	ENSG00000011677
CHEMBL285674	ENSG00000094755
CHEMBL285674	ENSG00000187730
CHEMBL285674	ENSG00000163285
CHEMBL285674	ENSG00000163288
CHEMBL285674	ENSG00000102287
CHEMBL285674	ENSG00000151834
CHEMBL285674	ENSG00000186297
CHEMBL285674	ENSG00000145863
CHEMBL3989740	ENSG00000137673
CHEMBL1200907	ENSG00000203859
CHEMBL2107779	ENSG00000112062
CHEMBL2105755	ENSG00000112038
CHEMBL8030	ENSG00000254087
CHEMBL3833353	ENSG00000122679
CHEMBL2103758	ENSG00000122679
CHEMBL101253	ENSG00000113721
CHEMBL101253	ENSG00000134853
CHEMBL221692	ENSG00000151577
CHEMBL37676	ENSG00000169083
CHEMBL541758	ENSG00000168398
CHEMBL218427	ENSG00000168398
CHEMBL2107863	ENSG00000146648
CHEMBL2364574	ENSG00000118113
CHEMBL1201627	ENSG00000171105
CHEMBL4297730	ENSG00000003436
CHEMBL1116	ENSG00000140009
CHEMBL81	ENSG00000140009
CHEMBL3989949	ENSG00000144285
CHEMBL3989949	ENSG00000183873
CHEMBL3989949	ENSG00000007314
CHEMBL3989949	ENSG00000136546
CHEMBL3989949	ENSG00000136531
CHEMBL3989949	ENSG00000169432
CHEMBL3989949	ENSG00000153253
CHEMBL3989949	ENSG00000168356
CHEMBL3989949	ENSG00000196876
CHEMBL3989949	ENSG00000185313
CHEMBL2106155	ENSG00000144285
CHEMBL2106155	ENSG00000183873
CHEMBL2106155	ENSG00000007314
CHEMBL2106155	ENSG00000136546
CHEMBL2106155	ENSG00000136531
CHEMBL2106155	ENSG00000169432
CHEMBL2106155	ENSG00000153253
CHEMBL2106155	ENSG00000168356
CHEMBL2106155	ENSG00000196876
CHEMBL2106155	ENSG00000185313
CHEMBL315838	ENSG00000144285
CHEMBL315838	ENSG00000183873
CHEMBL315838	ENSG00000007314
CHEMBL315838	ENSG00000136546
CHEMBL315838	ENSG00000136531
CHEMBL315838	ENSG00000169432
CHEMBL315838	ENSG00000153253
CHEMBL315838	ENSG00000168356
CHEMBL315838	ENSG00000196876
CHEMBL315838	ENSG00000185313
CHEMBL499915	ENSG00000176387
CHEMBL499915	ENSG00000117594
CHEMBL24828	ENSG00000141736
CHEMBL24828	ENSG00000146648
CHEMBL24828	ENSG00000178568
CHEMBL24828	ENSG00000065361
CHEMBL3707355	ENSG00000176884
CHEMBL3707355	ENSG00000183454
CHEMBL3707355	ENSG00000273079
CHEMBL3707355	ENSG00000105464
CHEMBL3707355	ENSG00000116032
CHEMBL3707355	ENSG00000161509
CHEMBL3707355	ENSG00000198785
CHEMBL403989	ENSG00000128052
CHEMBL4650279	ENSG00000146648
CHEMBL2012520	ENSG00000169252
CHEMBL1492500	ENSG00000108576
CHEMBL276520	ENSG00000108576
CHEMBL1161	ENSG00000113580
CHEMBL3545144	ENSG00000105976
CHEMBL259084	ENSG00000087586
CHEMBL1201002	ENSG00000043591
CHEMBL1201002	ENSG00000169252
CHEMBL1201002	ENSG00000188778
CHEMBL839	ENSG00000043591
CHEMBL839	ENSG00000169252
CHEMBL839	ENSG00000188778
CHEMBL1417019	ENSG00000131747
CHEMBL58	ENSG00000131747
CHEMBL2107870	ENSG00000101981
CHEMBL2108332	ENSG00000105976
CHEMBL1201542	ENSG00000171105
CHEMBL1046	ENSG00000122194
CHEMBL266497	ENSG00000085662
CHEMBL3590106	ENSG00000100030
CHEMBL3544998	ENSG00000112062
CHEMBL2108359	ENSG00000146648
CHEMBL249856	ENSG00000172572
CHEMBL249856	ENSG00000152270
CHEMBL582857	ENSG00000198049
CHEMBL89598	ENSG00000183044
CHEMBL160038	ENSG00000093010
CHEMBL2103761	ENSG00000151067
CHEMBL2103761	ENSG00000081248
CHEMBL2103761	ENSG00000157388
CHEMBL2103761	ENSG00000102001
CHEMBL2107888	ENSG00000211891
CHEMBL1200612	ENSG00000183873
CHEMBL1086	ENSG00000183873
CHEMBL1762621	ENSG00000116044
CHEMBL1762621	ENSG00000079999
CHEMBL4594448	ENSG00000243649
CHEMBL1200670	ENSG00000144891
CHEMBL938	ENSG00000144891
CHEMBL38943	ENSG00000112033
CHEMBL4650277	ENSG00000177189
CHEMBL4650277	ENSG00000071242
CHEMBL4650277	ENSG00000072133
CHEMBL4650277	ENSG00000117676
CHEMBL1278146	ENSG00000122025
CHEMBL3545257	ENSG00000007402
CHEMBL3545125	ENSG00000007402
CHEMBL2360464	ENSG00000176890
CHEMBL225072	ENSG00000176890
CHEMBL4297329	ENSG00000105221
CHEMBL4297329	ENSG00000117020
CHEMBL4297329	ENSG00000142208
CHEMBL1201101	ENSG00000169083
CHEMBL2105758	ENSG00000117400
CHEMBL2103883	ENSG00000117400
CHEMBL1201461	ENSG00000183454
CHEMBL3989740	ENSG00000137745
CHEMBL3545403	ENSG00000128602
CHEMBL3989724	ENSG00000022355
CHEMBL3989724	ENSG00000145864
CHEMBL3989724	ENSG00000113327
CHEMBL3989724	ENSG00000166206
CHEMBL3989724	ENSG00000109158
CHEMBL3989724	ENSG00000182256
CHEMBL3989724	ENSG00000268089
CHEMBL3989724	ENSG00000011677
CHEMBL3989724	ENSG00000094755
CHEMBL3989724	ENSG00000187730
CHEMBL3989724	ENSG00000163285
CHEMBL3989724	ENSG00000163288
CHEMBL3989724	ENSG00000102287
CHEMBL3989724	ENSG00000151834
CHEMBL3989724	ENSG00000186297
CHEMBL3989724	ENSG00000145863
CHEMBL968	ENSG00000022355
CHEMBL968	ENSG00000145864
CHEMBL968	ENSG00000113327
CHEMBL968	ENSG00000166206
CHEMBL968	ENSG00000109158
CHEMBL968	ENSG00000182256
CHEMBL968	ENSG00000268089
CHEMBL968	ENSG00000011677
CHEMBL968	ENSG00000094755
CHEMBL968	ENSG00000187730
CHEMBL968	ENSG00000163285
CHEMBL968	ENSG00000163288
CHEMBL968	ENSG00000102287
CHEMBL968	ENSG00000151834
CHEMBL968	ENSG00000186297
CHEMBL968	ENSG00000145863
CHEMBL362558	ENSG00000105723
CHEMBL3989949	ENSG00000022355
CHEMBL3989949	ENSG00000145864
CHEMBL3989949	ENSG00000113327
CHEMBL3989949	ENSG00000166206
CHEMBL3989949	ENSG00000109158
CHEMBL3989949	ENSG00000182256
CHEMBL3989949	ENSG00000268089
CHEMBL3989949	ENSG00000011677
CHEMBL3989949	ENSG00000094755
CHEMBL3989949	ENSG00000187730
CHEMBL3989949	ENSG00000163285
CHEMBL3989949	ENSG00000163288
CHEMBL3989949	ENSG00000102287
CHEMBL3989949	ENSG00000151834
CHEMBL3989949	ENSG00000186297
CHEMBL3989949	ENSG00000145863
CHEMBL2108567	ENSG00000134259
CHEMBL3990016	ENSG00000135318
CHEMBL1200374	ENSG00000137869
CHEMBL2062154	ENSG00000110148
CHEMBL2359670	ENSG00000149295
CHEMBL19449	ENSG00000172572
CHEMBL2103736	ENSG00000073756
CHEMBL2103736	ENSG00000095303
CHEMBL1297	ENSG00000073756
CHEMBL1297	ENSG00000095303
CHEMBL19449	ENSG00000065989
CHEMBL19449	ENSG00000113448
CHEMBL19449	ENSG00000184588
CHEMBL19449	ENSG00000105650
CHEMBL332750	ENSG00000065989
CHEMBL332750	ENSG00000113448
CHEMBL332750	ENSG00000184588
CHEMBL332750	ENSG00000105650
CHEMBL3545093	ENSG00000186951
CHEMBL2105458	ENSG00000196639
CHEMBL1148	ENSG00000074803
CHEMBL3989932	ENSG00000144891
CHEMBL408403	ENSG00000144891
CHEMBL1086997	ENSG00000148154
CHEMBL1200395	ENSG00000144285
CHEMBL1200395	ENSG00000183873
CHEMBL1200395	ENSG00000007314
CHEMBL1200395	ENSG00000136546
CHEMBL1200395	ENSG00000136531
CHEMBL1200395	ENSG00000169432
CHEMBL1200395	ENSG00000153253
CHEMBL1200395	ENSG00000168356
CHEMBL1200395	ENSG00000196876
CHEMBL1200395	ENSG00000185313
